BatteryLevel,"pTimeStamp,latitude,longitude,age,device_guid,accuracy,location_type,course,speed,altitude,BatteryLevel","2012-10-03T11:13:09.000-0400",accuracy,age,altitude,course,,,,,,,,,"device_guid",,"ip-10-34-107-159",main,latitude,1,"location_type",longitude,pTimeStamp,",,,,,,,,,,","NYRR_2012_07_01_thru_2012_09_27.csv","csv-7",speed,"ip-10-34-107-159",,none,
65,"9/26/2012 11:11:40 PM,47.613275,-122.347841,0,fffbbca2-70e9-9196-71af-c68484028cd7,65,GPS,-1,-1,31,65","2012-09-26T23:11:40.000-0400",65,0,31,"-1",23,26,11,september,40,wednesday,2012,local,"fffbbca2-70e9-9196-71af-c68484028cd7",,"ip-10-34-107-159",main,"47.613275",1,GPS,"-122.347841","9/26/2012 11:11:40 PM","//_::_,.,-.,,----,,,-,-,,","NYRR_2012_07_01_thru_2012_09_27.csv","csv-7","-1","ip-10-34-107-159",21,,0
95,"9/26/2012 11:08:46 PM,57.617819,11.778812,0,ceca8606-129b-30da-2bd8-fef30042f917,30,GPS,-1,0,47,95","2012-09-26T23:08:46.000-0400",30,0,47,"-1",23,26,8,september,46,wednesday,2012,local,"ceca8606-129b-30da-2bd8-fef30042f917",,"ip-10-34-107-159",main,"57.617819",1,GPS,"11.778812","9/26/2012 11:08:46 PM","//_::_,.,.,,----,,,-,,,","NYRR_2012_07_01_thru_2012_09_27.csv","csv-7",0,"ip-10-34-107-159",21,,0
95,"9/26/2012 11:08:46 PM,51.481351,-0.430767,0,43e56333-4070-edff-aa01-c99ca238c365,30,GPS,-1,0,0,95","2012-09-26T23:08:46.000-0400",30,0,0,"-1",23,26,8,september,46,wednesday,2012,local,"43e56333-4070-edff-aa01-c99ca238c365",,"ip-10-34-107-159",main,"51.481351",1,GPS,"-0.430767","9/26/2012 11:08:46 PM","//_::_,.,-.,,----,,,-,,,","NYRR_2012_07_01_thru_2012_09_27.csv","csv-7",0,"ip-10-34-107-159",21,,0
28,"9/26/2012 11:07:45 PM,43.7030061,-79.3784738,0,74ddfbc3-f1cc-69ff-cfe2-c9f7d46e9aaeb296,23,GPS,0,0,0,28","2012-09-26T23:07:45.000-0400",23,0,0,0,23,26,7,september,45,wednesday,2012,local,"74ddfbc3-f1cc-69ff-cfe2-c9f7d46e9aaeb296",,"ip-10-34-107-159",main,"43.7030061",1,GPS,"-79.3784738","9/26/2012 11:07:45 PM","//_::_,.,-.,,----,,,,,,","NYRR_2012_07_01_thru_2012_09_27.csv","csv-7",0,"ip-10-34-107-159",21,,0
85,"9/26/2012 11:06:32 PM,40.708313,-73.830404,0,09f86051-33a4-72b7-69f2-c76c4e8f1e2e,30,GPS,-1,0,28,85","2012-09-26T23:06:32.000-0400",30,0,28,"-1",23,26,6,september,32,wednesday,2012,local,"09f86051-33a4-72b7-69f2-c76c4e8f1e2e",,"ip-10-34-107-159",main,"40.708313",1,GPS,"-73.830404","9/26/2012 11:06:32 PM","//_::_,.,-.,,----,,,-,,,","NYRR_2012_07_01_thru_2012_09_27.csv","csv-7",0,"ip-10-34-107-159",21,,0
65,"9/26/2012 11:03:33 PM,40.640781,-76.164569,0,1cbcd8c5-4501-922c-243f-68b13fb7cb93,69,GPS,-1,-1,0,65","2012-09-26T23:03:33.000-0400",69,0,0,"-1",23,26,3,september,33,wednesday,2012,local,"1cbcd8c5-4501-922c-243f-68b13fb7cb93",,"ip-10-34-107-159",main,"40.640781",1,GPS,"-76.164569","9/26/2012 11:03:33 PM","//_::_,.,-.,,----,,,-,-,,","NYRR_2012_07_01_thru_2012_09_27.csv","csv-7","-1","ip-10-34-107-159",21,,0
28,"9/26/2012 11:02:45 PM,43.7030058,-79.3784751,0,74ddfbc3-f1cc-69ff-cfe2-c9f7d46e9aaeb296,25,GPS,0,0,0,28","2012-09-26T23:02:45.000-0400",25,0,0,0,23,26,2,september,45,wednesday,2012,local,"74ddfbc3-f1cc-69ff-cfe2-c9f7d46e9aaeb296",,"ip-10-34-107-159",main,"43.7030058",1,GPS,"-79.3784751","9/26/2012 11:02:45 PM","//_::_,.,-.,,----,,,,,,","NYRR_2012_07_01_thru_2012_09_27.csv","csv-7",0,"ip-10-34-107-159",21,,0
30,"9/26/2012 11:02:07 PM,45.44831,9.19734,0,384a58e5-3fa9-f678-c796-95edb3479710,10,GPS,-1,0,123,30","2012-09-26T23:02:07.000-0400",10,0,123,"-1",23,26,2,september,7,wednesday,2012,local,"384a58e5-3fa9-f678-c796-95edb3479710",,"ip-10-34-107-159",main,"45.44831",1,GPS,"9.19734","9/26/2012 11:02:07 PM","//_::_,.,.,,----,,,-,,,","NYRR_2012_07_01_thru_2012_09_27.csv","csv-7",0,"ip-10-34-107-159",21,,0
40,"9/26/2012 11:02:07 PM,-37.707686,176.147622,0,2dfcf448-c7a3-7f9c-c25b-35b3abaa2eb2,30,WIFI,-1,-1,0,40","2012-09-26T23:02:07.000-0400",30,0,0,"-1",23,26,2,september,7,wednesday,2012,local,"2dfcf448-c7a3-7f9c-c25b-35b3abaa2eb2",,"ip-10-34-107-159",main,"-37.707686",1,WIFI,"176.147622","9/26/2012 11:02:07 PM","//_::_,-.,.,,----,,,-,-,,","NYRR_2012_07_01_thru_2012_09_27.csv","csv-7","-1","ip-10-34-107-159",21,,0
100,"9/26/2012 11:00:00 PM,-40.905285,174.980734,0,d02b97ee-9864-e05c-a7ec-3ce18151593d,30,GPS,-1,-1,7,100","2012-09-26T23:00:00.000-0400",30,0,7,"-1",23,26,0,september,0,wednesday,2012,local,"d02b97ee-9864-e05c-a7ec-3ce18151593d",,"ip-10-34-107-159",main,"-40.905285",1,GPS,"174.980734","9/26/2012 11:00:00 PM","//_::_,-.,.,,----,,,-,-,,","NYRR_2012_07_01_thru_2012_09_27.csv","csv-7","-1","ip-10-34-107-159",21,,0
95,"9/26/2012 10:58:15 PM,45.73824,4.77315,0,1defa51c-c928-db85-24da-4d2a31fdd0f8,30,GPS,-1,0,197,95","2012-09-26T22:58:15.000-0400",30,0,197,"-1",22,26,58,september,15,wednesday,2012,local,"1defa51c-c928-db85-24da-4d2a31fdd0f8",,"ip-10-34-107-159",main,"45.73824",1,GPS,"4.77315","9/26/2012 10:58:15 PM","//_::_,.,.,,----,,,-,,,","NYRR_2012_07_01_thru_2012_09_27.csv","csv-7",0,"ip-10-34-107-159",21,,0
28,"9/26/2012 10:57:44 PM,43.7029258,-79.3784461,0,74ddfbc3-f1cc-69ff-cfe2-c9f7d46e9aaeb296,39,GPS,0,0,0,28","2012-09-26T22:57:44.000-0400",39,0,0,0,22,26,57,september,44,wednesday,2012,local,"74ddfbc3-f1cc-69ff-cfe2-c9f7d46e9aaeb296",,"ip-10-34-107-159",main,"43.7029258",1,GPS,"-79.3784461","9/26/2012 10:57:44 PM","//_::_,.,-.,,----,,,,,,","NYRR_2012_07_01_thru_2012_09_27.csv","csv-7",0,"ip-10-34-107-159",21,,0
5,"9/26/2012 10:57:28 PM,43.717009,-79.370739,0,a6d3cdaf-cf65-2002-a849-20398b7c3a92,30,GPS,-1,0,141,5","2012-09-26T22:57:28.000-0400",30,0,141,"-1",22,26,57,september,28,wednesday,2012,local,"a6d3cdaf-cf65-2002-a849-20398b7c3a92",,"ip-10-34-107-159",main,"43.717009",1,GPS,"-79.370739","9/26/2012 10:57:28 PM","//_::_,.,-.,,----,,,-,,,","NYRR_2012_07_01_thru_2012_09_27.csv","csv-7",0,"ip-10-34-107-159",21,,0
20,"9/26/2012 10:55:48 PM,26.89043375,-80.10335873,0,cd7c2dbc-96fb-5924-93ff-8a291b0cf12e,30,WIFI,0,0,0,20","2012-09-26T22:55:48.000-0400",30,0,0,0,22,26,55,september,48,wednesday,2012,local,"cd7c2dbc-96fb-5924-93ff-8a291b0cf12e",,"ip-10-34-107-159",main,"26.89043375",1,WIFI,"-80.10335873","9/26/2012 10:55:48 PM","//_::_,.,-.,,----,,,,,,","NYRR_2012_07_01_thru_2012_09_27.csv","csv-7",0,"ip-10-34-107-159",21,,0
85,"9/26/2012 10:54:51 PM,-37.816305,144.961543,0,44ae8e86-ece2-43bc-fba2-079dc94abd76,30,WIFI,-1,-1,0,85","2012-09-26T22:54:51.000-0400",30,0,0,"-1",22,26,54,september,51,wednesday,2012,local,"44ae8e86-ece2-43bc-fba2-079dc94abd76",,"ip-10-34-107-159",main,"-37.816305",1,WIFI,"144.961543","9/26/2012 10:54:51 PM","//_::_,-.,.,,----,,,-,-,,","NYRR_2012_07_01_thru_2012_09_27.csv","csv-7","-1","ip-10-34-107-159",21,,0
28,"9/26/2012 10:52:44 PM,43.7030048,-79.3784741,0,74ddfbc3-f1cc-69ff-cfe2-c9f7d46e9aaeb296,24,GPS,0,0,0,28","2012-09-26T22:52:44.000-0400",24,0,0,0,22,26,52,september,44,wednesday,2012,local,"74ddfbc3-f1cc-69ff-cfe2-c9f7d46e9aaeb296",,"ip-10-34-107-159",main,"43.7030048",1,GPS,"-79.3784741","9/26/2012 10:52:44 PM","//_::_,.,-.,,----,,,,,,","NYRR_2012_07_01_thru_2012_09_27.csv","csv-7",0,"ip-10-34-107-159",21,,0
60,"9/26/2012 10:49:28 PM,40.718403,-73.238445,0,0ae73684-2dbf-5032-71b3-bde750824a1e,10,GPS,-1,0,41,60","2012-09-26T22:49:28.000-0400",10,0,41,"-1",22,26,49,september,28,wednesday,2012,local,"0ae73684-2dbf-5032-71b3-bde750824a1e",,"ip-10-34-107-159",main,"40.718403",1,GPS,"-73.238445","9/26/2012 10:49:28 PM","//_::_,.,-.,,----,,,-,,,","NYRR_2012_07_01_thru_2012_09_27.csv","csv-7",0,"ip-10-34-107-159",21,,0
15,"9/26/2012 10:48:39 PM,18.340608,-66.063224,0,d3c01950-1488-0f87-8ce7-ffa4b4d7dd28,65,GPS,-1,-1,0,15","2012-09-26T22:48:39.000-0400",65,0,0,"-1",22,26,48,september,39,wednesday,2012,local,"d3c01950-1488-0f87-8ce7-ffa4b4d7dd28",,"ip-10-34-107-159",main,"18.340608",1,GPS,"-66.063224","9/26/2012 10:48:39 PM","//_::_,.,-.,,----,,,-,-,,","NYRR_2012_07_01_thru_2012_09_27.csv","csv-7","-1","ip-10-34-107-159",21,,0
28,"9/26/2012 10:47:43 PM,43.7030056,-79.3784757,0,74ddfbc3-f1cc-69ff-cfe2-c9f7d46e9aaeb296,25,GPS,0,0,0,28","2012-09-26T22:47:43.000-0400",25,0,0,0,22,26,47,september,43,wednesday,2012,local,"74ddfbc3-f1cc-69ff-cfe2-c9f7d46e9aaeb296",,"ip-10-34-107-159",main,"43.7030056",1,GPS,"-79.3784757","9/26/2012 10:47:43 PM","//_::_,.,-.,,----,,,,,,","NYRR_2012_07_01_thru_2012_09_27.csv","csv-7",0,"ip-10-34-107-159",21,,0
28,"9/26/2012 10:47:42 PM,43.7030056,-79.3784757,0,74ddfbc3-f1cc-69ff-cfe2-c9f7d46e9aaeb296,25,GPS,0,0,0,28","2012-09-26T22:47:42.000-0400",25,0,0,0,22,26,47,september,42,wednesday,2012,local,"74ddfbc3-f1cc-69ff-cfe2-c9f7d46e9aaeb296",,"ip-10-34-107-159",main,"43.7030056",1,GPS,"-79.3784757","9/26/2012 10:47:42 PM","//_::_,.,-.,,----,,,,,,","NYRR_2012_07_01_thru_2012_09_27.csv","csv-7",0,"ip-10-34-107-159",21,,0
70,"9/26/2012 10:46:34 PM,-22.966888,-43.17996,0,bf1280b0-2fad-93dd-0e10-505e7633a241,65,GPS,-1,-1,29,70","2012-09-26T22:46:34.000-0400",65,0,29,"-1",22,26,46,september,34,wednesday,2012,local,"bf1280b0-2fad-93dd-0e10-505e7633a241",,"ip-10-34-107-159",main,"-22.966888",1,GPS,"-43.17996","9/26/2012 10:46:34 PM","//_::_,-.,-.,,----,,,-,-,,","NYRR_2012_07_01_thru_2012_09_27.csv","csv-7","-1","ip-10-34-107-159",21,,0
100,"9/26/2012 10:45:02 PM,-40.905238,174.980677,0,d02b97ee-9864-e05c-a7ec-3ce18151593d,10,GPS,-1,-1,4,100","2012-09-26T22:45:02.000-0400",10,0,4,"-1",22,26,45,september,2,wednesday,2012,local,"d02b97ee-9864-e05c-a7ec-3ce18151593d",,"ip-10-34-107-159",main,"-40.905238",1,GPS,"174.980677","9/26/2012 10:45:02 PM","//_::_,-.,.,,----,,,-,-,,","NYRR_2012_07_01_thru_2012_09_27.csv","csv-7","-1","ip-10-34-107-159",21,,0
95,"9/26/2012 10:44:14 PM,47.046862,-122.893092,0,e2cb9965-b72d-3e68-15b7-33e321ad554c,5,GPS,182,2,5,95","2012-09-26T22:44:14.000-0400",5,0,5,182,22,26,44,september,14,wednesday,2012,local,"e2cb9965-b72d-3e68-15b7-33e321ad554c",,"ip-10-34-107-159",main,"47.046862",1,GPS,"-122.893092","9/26/2012 10:44:14 PM","//_::_,.,-.,,----,,,,,,","NYRR_2012_07_01_thru_2012_09_27.csv","csv-7",2,"ip-10-34-107-159",21,,0
28,"9/26/2012 10:42:42 PM,43.7027926,-79.3784245,0,74ddfbc3-f1cc-69ff-cfe2-c9f7d46e9aaeb296,35,GPS,0,0,0,28","2012-09-26T22:42:42.000-0400",35,0,0,0,22,26,42,september,42,wednesday,2012,local,"74ddfbc3-f1cc-69ff-cfe2-c9f7d46e9aaeb296",,"ip-10-34-107-159",main,"43.7027926",1,GPS,"-79.3784245","9/26/2012 10:42:42 PM","//_::_,.,-.,,----,,,,,,","NYRR_2012_07_01_thru_2012_09_27.csv","csv-7",0,"ip-10-34-107-159",21,,0
75,"9/26/2012 10:42:34 PM,27.891259,-82.669194,0,155c7d2b-d9b2-9ee2-27a2-6c1e8c0baa02,65,GPS,-1,-1,33,75","2012-09-26T22:42:34.000-0400",65,0,33,"-1",22,26,42,september,34,wednesday,2012,local,"155c7d2b-d9b2-9ee2-27a2-6c1e8c0baa02",,"ip-10-34-107-159",main,"27.891259",1,GPS,"-82.669194","9/26/2012 10:42:34 PM","//_::_,.,-.,,----,,,-,-,,","NYRR_2012_07_01_thru_2012_09_27.csv","csv-7","-1","ip-10-34-107-159",21,,0
40,"9/26/2012 10:42:07 PM,-37.707686,176.147622,0,2dfcf448-c7a3-7f9c-c25b-35b3abaa2eb2,30,WIFI,-1,-1,0,40","2012-09-26T22:42:07.000-0400",30,0,0,"-1",22,26,42,september,7,wednesday,2012,local,"2dfcf448-c7a3-7f9c-c25b-35b3abaa2eb2",,"ip-10-34-107-159",main,"-37.707686",1,WIFI,"176.147622","9/26/2012 10:42:07 PM","//_::_,-.,.,,----,,,-,-,,","NYRR_2012_07_01_thru_2012_09_27.csv","csv-7","-1","ip-10-34-107-159",21,,0
70,"9/26/2012 10:39:22 PM,45.594194,-122.51279,0,a87921e2-805d-0bac-1749-0b6f820c67d7,30,GPS,291,26,44,70","2012-09-26T22:39:22.000-0400",30,0,44,291,22,26,39,september,22,wednesday,2012,local,"a87921e2-805d-0bac-1749-0b6f820c67d7",,"ip-10-34-107-159",main,"45.594194",1,GPS,"-122.51279","9/26/2012 10:39:22 PM","//_::_,.,-.,,----,,,,,,","NYRR_2012_07_01_thru_2012_09_27.csv","csv-7",26,"ip-10-34-107-159",21,,0
15,"9/26/2012 10:39:16 PM,41.751111,-87.911765,0,ea7640d6-f454-6e85-32c1-dec224fbd518,30,GPS,-1,0,214,15","2012-09-26T22:39:16.000-0400",30,0,214,"-1",22,26,39,september,16,wednesday,2012,local,"ea7640d6-f454-6e85-32c1-dec224fbd518",,"ip-10-34-107-159",main,"41.751111",1,GPS,"-87.911765","9/26/2012 10:39:16 PM","//_::_,.,-.,,----,,,-,,,","NYRR_2012_07_01_thru_2012_09_27.csv","csv-7",0,"ip-10-34-107-159",21,,0
65,"9/26/2012 10:38:58 PM,-30.027288,-51.187968,0,023539c1-65a6-abf4-284f-cf09db4cf8c0,30,GPS,-1,-1,79,65","2012-09-26T22:38:58.000-0400",30,0,79,"-1",22,26,38,september,58,wednesday,2012,local,"023539c1-65a6-abf4-284f-cf09db4cf8c0",,"ip-10-34-107-159",main,"-30.027288",1,GPS,"-51.187968","9/26/2012 10:38:58 PM","//_::_,-.,-.,,----,,,-,-,,","NYRR_2012_07_01_thru_2012_09_27.csv","csv-7","-1","ip-10-34-107-159",21,,0
80,"9/26/2012 10:38:40 PM,40.679458,-73.500236,0,8889b3e1-2001-3ca7-5e69-044908c4d371,30,GPS,-1,0,19,80","2012-09-26T22:38:40.000-0400",30,0,19,"-1",22,26,38,september,40,wednesday,2012,local,"8889b3e1-2001-3ca7-5e69-044908c4d371",,"ip-10-34-107-159",main,"40.679458",1,GPS,"-73.500236","9/26/2012 10:38:40 PM","//_::_,.,-.,,----,,,-,,,","NYRR_2012_07_01_thru_2012_09_27.csv","csv-7",0,"ip-10-34-107-159",21,,0
80,"9/26/2012 10:38:16 PM,30.791178,-81.567442,0,66b6ec5f-134a-d8e2-a5a7-9d47877251f9,65,GPS,-1,-1,10,80","2012-09-26T22:38:16.000-0400",65,0,10,"-1",22,26,38,september,16,wednesday,2012,local,"66b6ec5f-134a-d8e2-a5a7-9d47877251f9",,"ip-10-34-107-159",main,"30.791178",1,GPS,"-81.567442","9/26/2012 10:38:16 PM","//_::_,.,-.,,----,,,-,-,,","NYRR_2012_07_01_thru_2012_09_27.csv","csv-7","-1","ip-10-34-107-159",21,,0
28,"9/26/2012 10:37:41 PM,43.7030061,-79.3784738,0,74ddfbc3-f1cc-69ff-cfe2-c9f7d46e9aaeb296,23,GPS,0,0,0,28","2012-09-26T22:37:41.000-0400",23,0,0,0,22,26,37,september,41,wednesday,2012,local,"74ddfbc3-f1cc-69ff-cfe2-c9f7d46e9aaeb296",,"ip-10-34-107-159",main,"43.7030061",1,GPS,"-79.3784738","9/26/2012 10:37:41 PM","//_::_,.,-.,,----,,,,,,","NYRR_2012_07_01_thru_2012_09_27.csv","csv-7",0,"ip-10-34-107-159",21,,0
45,"9/26/2012 10:36:38 PM,33.85207,-84.365765,0,8534cdf4-4b26-c4ee-3e08-9cde6521b845,65,GPS,-1,-1,319,45","2012-09-26T22:36:38.000-0400",65,0,319,"-1",22,26,36,september,38,wednesday,2012,local,"8534cdf4-4b26-c4ee-3e08-9cde6521b845",,"ip-10-34-107-159",main,"33.85207",1,GPS,"-84.365765","9/26/2012 10:36:38 PM","//_::_,.,-.,,----,,,-,-,,","NYRR_2012_07_01_thru_2012_09_27.csv","csv-7","-1","ip-10-34-107-159",21,,0
29,"9/26/2012 10:32:41 PM,43.7030059,-79.3784753,0,74ddfbc3-f1cc-69ff-cfe2-c9f7d46e9aaeb296,24,GPS,0,0,0,29","2012-09-26T22:32:41.000-0400",24,0,0,0,22,26,32,september,41,wednesday,2012,local,"74ddfbc3-f1cc-69ff-cfe2-c9f7d46e9aaeb296",,"ip-10-34-107-159",main,"43.7030059",1,GPS,"-79.3784753","9/26/2012 10:32:41 PM","//_::_,.,-.,,----,,,,,,","NYRR_2012_07_01_thru_2012_09_27.csv","csv-7",0,"ip-10-34-107-159",21,,0
100,"9/26/2012 10:30:02 PM,-40.905246,174.980625,0,d02b97ee-9864-e05c-a7ec-3ce18151593d,10,GPS,-1,-1,7,100","2012-09-26T22:30:02.000-0400",10,0,7,"-1",22,26,30,september,2,wednesday,2012,local,"d02b97ee-9864-e05c-a7ec-3ce18151593d",,"ip-10-34-107-159",main,"-40.905246",1,GPS,"174.980625","9/26/2012 10:30:02 PM","//_::_,-.,.,,----,,,-,-,,","NYRR_2012_07_01_thru_2012_09_27.csv","csv-7","-1","ip-10-34-107-159",21,,0
40,"9/26/2012 10:29:46 PM,10.499052,-66.880858,0,69256a7f-4e41-eafb-6933-7ec161ec3478,30,GPS,-1,0,900,40","2012-09-26T22:29:46.000-0400",30,0,900,"-1",22,26,29,september,46,wednesday,2012,local,"69256a7f-4e41-eafb-6933-7ec161ec3478",,"ip-10-34-107-159",main,"10.499052",1,GPS,"-66.880858","9/26/2012 10:29:46 PM","//_::_,.,-.,,----,,,-,,,","NYRR_2012_07_01_thru_2012_09_27.csv","csv-7",0,"ip-10-34-107-159",21,,0
80,"9/26/2012 10:29:13 PM,51.331472,12.36517,0,fe997c28-5a4a-4203-f7c2-68cc99d72b5c,30,GPS,-1,-1,122,80","2012-09-26T22:29:13.000-0400",30,0,122,"-1",22,26,29,september,13,wednesday,2012,local,"fe997c28-5a4a-4203-f7c2-68cc99d72b5c",,"ip-10-34-107-159",main,"51.331472",1,GPS,"12.36517","9/26/2012 10:29:13 PM","//_::_,.,.,,----,,,-,-,,","NYRR_2012_07_01_thru_2012_09_27.csv","csv-7","-1","ip-10-34-107-159",21,,0
65,"9/26/2012 10:28:08 PM,36.109334,-115.177032,0,5d7630bc-e33b-1ac8-670f-93e917303e14,30,WIFI,-1,-1,0,65","2012-09-26T22:28:08.000-0400",30,0,0,"-1",22,26,28,september,8,wednesday,2012,local,"5d7630bc-e33b-1ac8-670f-93e917303e14",,"ip-10-34-107-159",main,"36.109334",1,WIFI,"-115.177032","9/26/2012 10:28:08 PM","//_::_,.,-.,,----,,,-,-,,","NYRR_2012_07_01_thru_2012_09_27.csv","csv-7","-1","ip-10-34-107-159",21,,0
29,"9/26/2012 10:27:41 PM,43.7029433,-79.3784857,0,74ddfbc3-f1cc-69ff-cfe2-c9f7d46e9aaeb296,32,GPS,0,0,0,29","2012-09-26T22:27:41.000-0400",32,0,0,0,22,26,27,september,41,wednesday,2012,local,"74ddfbc3-f1cc-69ff-cfe2-c9f7d46e9aaeb296",,"ip-10-34-107-159",main,"43.7029433",1,GPS,"-79.3784857","9/26/2012 10:27:41 PM","//_::_,.,-.,,----,,,,,,","NYRR_2012_07_01_thru_2012_09_27.csv","csv-7",0,"ip-10-34-107-159",21,,0
5,"9/26/2012 10:25:14 PM,51.45339428,-0.211933831,0,f6ab899c-dcbd-abee-0a35-be9a865e177a,30,WIFI,-1,-1,0,5","2012-09-26T22:25:14.000-0400",30,0,0,"-1",22,26,25,september,14,wednesday,2012,local,"f6ab899c-dcbd-abee-0a35-be9a865e177a",,"ip-10-34-107-159",main,"51.45339428",1,WIFI,"-0.211933831","9/26/2012 10:25:14 PM","//_::_,.,-.,,----,,,-,-,,","NYRR_2012_07_01_thru_2012_09_27.csv","csv-7","-1","ip-10-34-107-159",21,,0
29,"9/26/2012 10:22:40 PM,43.7030057,-79.3784725,0,74ddfbc3-f1cc-69ff-cfe2-c9f7d46e9aaeb296,23,GPS,0,0,0,29","2012-09-26T22:22:40.000-0400",23,0,0,0,22,26,22,september,40,wednesday,2012,local,"74ddfbc3-f1cc-69ff-cfe2-c9f7d46e9aaeb296",,"ip-10-34-107-159",main,"43.7030057",1,GPS,"-79.3784725","9/26/2012 10:22:40 PM","//_::_,.,-.,,----,,,,,,","NYRR_2012_07_01_thru_2012_09_27.csv","csv-7",0,"ip-10-34-107-159",21,,0
40,"9/26/2012 10:22:07 PM,-37.707697,176.147648,0,2dfcf448-c7a3-7f9c-c25b-35b3abaa2eb2,30,WIFI,-1,-1,0,40","2012-09-26T22:22:07.000-0400",30,0,0,"-1",22,26,22,september,7,wednesday,2012,local,"2dfcf448-c7a3-7f9c-c25b-35b3abaa2eb2",,"ip-10-34-107-159",main,"-37.707697",1,WIFI,"176.147648","9/26/2012 10:22:07 PM","//_::_,-.,.,,----,,,-,-,,","NYRR_2012_07_01_thru_2012_09_27.csv","csv-7","-1","ip-10-34-107-159",21,,0
75,"9/26/2012 10:19:46 PM,40.737121,-73.995732,0,45b4aded-f749-4ab3-f8ae-ccd0dacfce9f,30,GPS,-1,0,72,75","2012-09-26T22:19:46.000-0400",30,0,72,"-1",22,26,19,september,46,wednesday,2012,local,"45b4aded-f749-4ab3-f8ae-ccd0dacfce9f",,"ip-10-34-107-159",main,"40.737121",1,GPS,"-73.995732","9/26/2012 10:19:46 PM","//_::_,.,-.,,----,,,-,,,","NYRR_2012_07_01_thru_2012_09_27.csv","csv-7",0,"ip-10-34-107-159",21,,0
29,"9/26/2012 10:17:39 PM,43.7030059,-79.3784754,0,74ddfbc3-f1cc-69ff-cfe2-c9f7d46e9aaeb296,24,GPS,0,0,0,29","2012-09-26T22:17:39.000-0400",24,0,0,0,22,26,17,september,39,wednesday,2012,local,"74ddfbc3-f1cc-69ff-cfe2-c9f7d46e9aaeb296",,"ip-10-34-107-159",main,"43.7030059",1,GPS,"-79.3784754","9/26/2012 10:17:39 PM","//_::_,.,-.,,----,,,,,,","NYRR_2012_07_01_thru_2012_09_27.csv","csv-7",0,"ip-10-34-107-159",21,,0
5,"9/26/2012 10:17:19 PM,45.219337,9.691839,0,36f5ff8a-1db4-8017-5d20-193d126bf6fe,30,GPS,-1,0,21,5","2012-09-26T22:17:19.000-0400",30,0,21,"-1",22,26,17,september,19,wednesday,2012,local,"36f5ff8a-1db4-8017-5d20-193d126bf6fe",,"ip-10-34-107-159",main,"45.219337",1,GPS,"9.691839","9/26/2012 10:17:19 PM","//_::_,.,.,,----,,,-,,,","NYRR_2012_07_01_thru_2012_09_27.csv","csv-7",0,"ip-10-34-107-159",21,,0
100,"9/26/2012 10:15:04 PM,-40.905224,174.980623,0,d02b97ee-9864-e05c-a7ec-3ce18151593d,30,GPS,-1,-1,6,100","2012-09-26T22:15:04.000-0400",30,0,6,"-1",22,26,15,september,4,wednesday,2012,local,"d02b97ee-9864-e05c-a7ec-3ce18151593d",,"ip-10-34-107-159",main,"-40.905224",1,GPS,"174.980623","9/26/2012 10:15:04 PM","//_::_,-.,.,,----,,,-,-,,","NYRR_2012_07_01_thru_2012_09_27.csv","csv-7","-1","ip-10-34-107-159",21,,0
29,"9/26/2012 10:12:38 PM,43.7030057,-79.3784725,0,74ddfbc3-f1cc-69ff-cfe2-c9f7d46e9aaeb296,23,GPS,0,0,0,29","2012-09-26T22:12:38.000-0400",23,0,0,0,22,26,12,september,38,wednesday,2012,local,"74ddfbc3-f1cc-69ff-cfe2-c9f7d46e9aaeb296",,"ip-10-34-107-159",main,"43.7030057",1,GPS,"-79.3784725","9/26/2012 10:12:38 PM","//_::_,.,-.,,----,,,,,,","NYRR_2012_07_01_thru_2012_09_27.csv","csv-7",0,"ip-10-34-107-159",21,,0
100,"9/26/2012 10:10:23 PM,34.351265,-92.906618,0,250e68fb-ed2e-4037-c8ec-302732264f58,30,GPS,-1,0,122,100","2012-09-26T22:10:23.000-0400",30,0,122,"-1",22,26,10,september,23,wednesday,2012,local,"250e68fb-ed2e-4037-c8ec-302732264f58",,"ip-10-34-107-159",main,"34.351265",1,GPS,"-92.906618","9/26/2012 10:10:23 PM","//_::_,.,-.,,----,,,-,,,","NYRR_2012_07_01_thru_2012_09_27.csv","csv-7",0,"ip-10-34-107-159",21,,0
29,"9/26/2012 10:07:38 PM,43.7030059,-79.3784755,0,74ddfbc3-f1cc-69ff-cfe2-c9f7d46e9aaeb296,24,GPS,0,0,0,29","2012-09-26T22:07:38.000-0400",24,0,0,0,22,26,7,september,38,wednesday,2012,local,"74ddfbc3-f1cc-69ff-cfe2-c9f7d46e9aaeb296",,"ip-10-34-107-159",main,"43.7030059",1,GPS,"-79.3784755","9/26/2012 10:07:38 PM","//_::_,.,-.,,----,,,,,,","NYRR_2012_07_01_thru_2012_09_27.csv","csv-7",0,"ip-10-34-107-159",21,,0
25,"9/26/2012 10:02:07 PM,-37.707692,176.147664,0,2dfcf448-c7a3-7f9c-c25b-35b3abaa2eb2,65,GPS,-1,-1,0,25","2012-09-26T22:02:07.000-0400",65,0,0,"-1",22,26,2,september,7,wednesday,2012,local,"2dfcf448-c7a3-7f9c-c25b-35b3abaa2eb2",,"ip-10-34-107-159",main,"-37.707692",1,GPS,"176.147664","9/26/2012 10:02:07 PM","//_::_,-.,.,,----,,,-,-,,","NYRR_2012_07_01_thru_2012_09_27.csv","csv-7","-1","ip-10-34-107-159",21,,0
